year	filing_id	filing_date	owner	asset	ticker	type	transaction_date	notification_date	amount_range	price_trade_date	price_filing_date	pdf_url
2019	20010982	1/15/2019	JT	Corporate Capital Trust, Inc. (CCT)	CCT	Exchange	12/20/2018	12/20/2018	$100,001	12.56	12.56	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20010982.pdf
2019	20010982	1/15/2019	JT	Fs KKR Capital Corp. (FsK) [sT]	FSK	Exchange	12/20/2018	12/20/2018	$100,001	7.8	8.7	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20010982.pdf
2019	20011693	5/16/2019	JT	Fs KKR Capital Corp. (FsK) [sT]	FSK	Buy	04/02/2019	04/02/2019	$1,001 - $15,000	9.52	9.46	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011693.pdf
2019	20012167	8/15/2019	JT	Fs KKR Capital Corp. (FsK) [sT]	FSK	Buy	07/02/2019	07/02/2019	$1,001 - $15,000	9.62	8.99	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012167.pdf
2019	20012167	8/15/2019	JT	Red Hat, Inc. (RHT) [sT]	RHT	Sell	07/10/2019	07/10/2019	$15,001	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012167.pdf
2019	20012328	9/16/2019	JT	Chubb limited (Cb) [sT]	CB	Buy	08/07/2019	08/07/2019	$15,001	137.52	142.56	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	Coca-Cola Company (KO) [sT]	KO	Buy	08/07/2019	08/07/2019	$15,001	43.26	44.57	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	Colgate-Palmolive Company (Cl)	CL	Buy	08/07/2019	08/07/2019	$15,001	59.94	59.68	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	Danaher Corporation (DHR) [sT]	DHR	Buy	08/07/2019	08/07/2019	$15,001	118.16	121.18	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	Estee lauder Companies, Inc. (El)	EL	Buy	08/07/2019	08/07/2019	$50,001	166.43	177.44	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	Exxon Mobil Corporation (XOM)	XOM	Buy	08/07/2019	08/07/2019	$50,001	51.9	55.47	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	Honeywell International Inc.	HON	Buy	08/07/2019	08/07/2019	$50,001	134.03	137.76	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	ICON plc - Ordinary shares (IClR)	ICLR	Buy	08/07/2019	08/07/2019	$50,001	153.9	149.96	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	Intel Corporation (INTC) [sT]	INTC	Buy	08/07/2019	08/07/2019	$50,001	40.82	45.67	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	linde plc Ordinary share (lIN)	LIN	Buy	08/07/2019	08/07/2019	$50,001	172.44	173.03	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	ONEOK, Inc. (OKE) [sT]	OKE	Buy	08/14/2019	08/14/2019	$1,001 - $15,000	45.03	50.37	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012328	9/16/2019	JT	Procter & gamble Company (Pg)	PG	Buy	08/07/2019	08/07/2019	$15,001	97.55	102.16	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012328.pdf
2019	20012619	11/14/2019	JT	accenture plc Class a ordinary	ACN	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	170.25	179.09	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	blackRock, Inc. (blK) [sT]	BLK	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	380.1	415.77	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Chevron Corporation (CVX) [sT]	CVX	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	88.33	92.52	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Chubb limited (Cb) [sT]	CB	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	140.75	137.15	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Coca-Cola Company (Ko) [sT]	KO	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	44.16	43.39	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Colgate-Palmolive Company (Cl)	CL	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	58.93	57.59	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Comcast Corporation - Class a	CMCSA	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	35.88	35.74	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Crane Co. (CR) [sT]	CR	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Diageo plc (DEo) [sT]	DEO	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	137.87	136.85	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Exxon Mobil Corporation (XoM)	XOM	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	51.96	51.88	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Fs KKR Capital Corp. (FsK) [sT]	FSK	Buy	10/02/2019	10/02/2019	$1,001 - $15,000	9.39	9.7	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Home Depot, Inc. (HD) [sT]	HD	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	202.56	202.69	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Intel Corporation (INTC) [sT]	INTC	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	46.07	50.99	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	JP Morgan Chase & Co. (JPM) [sT]	JPM	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	101.08	108.28	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	linde plc ordinary share (lIN)	LIN	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	179.13	190.17	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	lockheed Martin Corporation	LMT	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	323.92	329.33	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Microsoft Corporation (MsFT)	MSFT	Buy	10/15/2019	10/15/2019	$15,001	133.48	139.88	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Procter & gamble Company (Pg)	PG	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	100.39	103.12	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	Rockwell automation, Inc. (RoK)	ROK	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	149.06	178.76	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012619	11/14/2019	JT	V.F. Corporation (VFC) [sT]	VFC	Buy	10/15/2019	10/15/2019	$1,001 - $15,000	74.78	70.42	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012619.pdf
2019	20012750	12/15/2019	JT	Adobe Inc. (ADbE) [sT]	ADBE	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	290.42	317.8	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	Amazon.com, Inc. (AMZN) [sT]	AMZN	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	89.63	88.08	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	Costco Wholesale Corporation	COST	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	278.79	266.95	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	Danaher Corporation (DHR) [sT]	DHR	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	116.12	129.08	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	Honeywell International Inc.	HON	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	149.25	147.66	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	ICoN plc - ordinary shares (IClR)	ICLR	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	146.98	160.03	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	lowe's Companies, Inc. (loW)	LOW	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	100.78	105.26	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	oNEoK, Inc. (oKE) [sT]	OKE	Buy	11/14/2019	11/14/2019	$1,001 - $15,000	47.17	48.93	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	o'Reilly Automotive, Inc. (oRlY)	ORLY	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	29.4	29.35	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	Thermo Fisher scientific Inc	TMO	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	289.05	314.69	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2019	20012750	12/15/2019	JT	Visa Inc. (V) [sT]	V	Buy	11/07/2019	11/07/2019	$1,001 - $15,000	170.94	176.59	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012750.pdf
2020	20013916	1/14/2020	JT	Fs KKR Capital Corp. (FsK) [sT]	FSK	Sell	12/04/2019	12/04/2019	$100,001	10.33	10.59	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013916.pdf
2020	20013916	1/14/2020	JT	schlumberger N.V. (slb) [sT]	SLB	Sell	12/04/2019	12/04/2019	$15,001	31.2	33.99	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013916.pdf
2020	20016254	3/17/2020	JT	Estee lauder Companies, Inc. (El)	EL	Buy	02/14/2020	02/14/2020	$1,001 - $15,000	198.56	140.28	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016254.pdf
2020	20016254	3/17/2020	JT	Intercontinental Exchange Inc.	ICE	Buy	02/14/2020	02/14/2020	$1,001 - $15,000	88.97	71.07	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016254.pdf
2020	20016254	3/17/2020	JT	oNEoK, Inc. (oKE) [sT]	OKE	Buy	02/14/2020	02/14/2020	$1,001 - $15,000	52.09	15.18	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016254.pdf
2020	20016419	4/16/2020	JT	accenture plc Class a ordinary	ACN	Buy	03/26/2020	03/26/2020	$100,001	151.11	156.28	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf
2020	20016419	4/16/2020	JT	amazon.com, Inc. (aMZN) [sT]	AMZN	Buy	03/26/2020	03/26/2020	$100,001	96.69	120.07	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf
2020	20016419	4/16/2020	JT	Home Depot, Inc. (HD) [sT]	HD	Buy	03/26/2020	03/26/2020	$100,001	167.15	173.82	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf
2020	20016419	4/16/2020	JT	Microsoft Corporation (MsFT)	MSFT	Buy	03/26/2020	03/26/2020	$250,001	146.35	167.32	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf
2020	20016419	4/16/2020	JT	oNEoK, Inc. (oKE) [sT]	OKE	Buy	03/26/2020	03/26/2020	$15,001	16.19	18.05	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf
2020	20016419	4/16/2020	JT	Williams Companies, Inc. (WMb)	WMB	Buy	03/27/2020	03/27/2020	$15,001	10.19	12.27	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf
2020	20016419	4/16/2020	JT	Williams Companies, Inc. (WMb)	WMB	Buy	03/26/2020	03/26/2020	$100,001	10.35	12.27	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf
2020	20016419	4/16/2020	JT	WPX Energy, Inc. (WPX) [sT]	WPX	Buy	03/26/2020	03/26/2020	$100,001	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf
2020	20016419	4/16/2020	JT	WPX Energy, Inc. (WPX) [sT]	WPX	Buy	03/26/2020	03/26/2020	$15,001	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf
2020	20016607	5/15/2020	JT	Adobe Inc. (ADbE) [sT]	ADBE	Buy	04/09/2020	04/09/2020	$1,001 - $15,000	316.76	360.77	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016607	5/15/2020	JT	American Tower Corporation	AMT	Buy	04/09/2020	04/09/2020	$1,001 - $15,000	217.01	193.85	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016607	5/15/2020	JT	boeing Company (bA) [sT]	BA	Buy	04/09/2020	04/09/2020	$1,001 - $15,000	153.3	119.89	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016607	5/15/2020	JT	Danaher Corporation (DHR) [sT]	DHR	Buy	04/09/2020	04/09/2020	$1,001 - $15,000	125.89	140.46	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016607	5/15/2020	JT	Ecolab Inc. (ECL) [sT]	ECL	Buy	04/09/2020	04/09/2020	$1,001 - $15,000	166.83	181.63	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016607	5/15/2020	JT	JNL/JPMorgan Hedged Equity	JPM	Buy	02/24/2020	02/24/2020	$50,001	112.13	73.92	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016607	5/15/2020	JT	JNL/JPMorgan Hedged Equity	JPM	Buy	04/24/2020	04/24/2020	$50,001	77.3	73.92	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016607	5/15/2020	JT	Linde plc ordinary share (LIN)	LIN	Buy	04/09/2020	04/09/2020	$1,001 - $15,000	172.96	166.94	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016607	5/15/2020	JT	Microsoft Corporation (MsFT)	MSFT	Buy	04/09/2020	04/09/2020	$1,001 - $15,000	157.36	173.66	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016607	5/15/2020	JT	Thermo Fisher scientific Inc	TMO	Buy	04/09/2020	04/09/2020	$1,001 - $15,000	308.95	335.51	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016607.pdf
2020	20016796	6/16/2020	JT	Accenture plc Class A Ordinary	ACN	Buy	05/15/2020	05/15/2020	$1,001 - $15,000	168.03	188.88	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016796.pdf
2020	20016796	6/16/2020	JT	ONEOK, Inc. (OKE) [ST]	OKE	Buy	05/14/2020	05/14/2020	$1,001 - $15,000	21.24	26.5	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016796.pdf
2020	20016983	7/20/2020	JT	AST BlACKROCK glOBAl	BLK	Exchange	06/09/2020	06/09/2020	$250,001	487.6	509.3	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016983.pdf
2020	20016983	7/20/2020	JT	Exxon Mobil Corporation (XOM)	XOM	Buy	06/10/2020	06/10/2020	$1,001	40.37	33.52	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016983.pdf
2020	20016983	7/20/2020	JT	JNl/JPMORgAN HEDgED	JPM	Buy	06/11/2020	06/11/2020	$50,001	84.46	84.59	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016983.pdf
2020	20016983	7/20/2020	JT	Microsoft Corporation (MSFT) [ST]	MSFT	Buy	06/11/2020	06/11/2020	$1,001	180.79	199.51	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016983.pdf
2020	20016983	7/20/2020	JT	Williams Companies, Inc. (WMB)	WMB	Buy	06/29/2020	06/29/2020	$1,001	13.86	14.64	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016983.pdf
2020	20017192	8/15/2020	JT	Accenture plc Class A Ordinary	ACN	Buy	07/27/2020	07/27/2020	$1,001	206.65	213.74	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Amazon.com, Inc. (AMZN) [ST]	AMZN	Buy	07/27/2020	07/27/2020	$1,001	152.82	157.44	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Ameriprise Financial, Inc. (AMP)	AMP	Buy	07/27/2020	07/27/2020	$1,001	141.87	146.83	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	blackRock, Inc. (bLK) [ST]	BLK	Buy	07/27/2020	07/27/2020	$1,001	502.64	516.1	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Carrier global Corporation (CARR)	CARR	Sell	07/22/2020	07/22/2020	$1,001	24.75	27.49	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Chubb Limited (Cb) [ST]	CB	Buy	07/27/2020	07/27/2020	$1,001	122	120.2	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Coca-Cola Company (KO) [ST]	KO	Buy	07/27/2020	07/27/2020	$1,001	40.98	40.98	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Comcast Corporation - Class A	CMCSA	Buy	07/27/2020	07/27/2020	$1,001	34.83	35.04	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Costco Wholesale Corporation	COST	Buy	07/27/2020	07/27/2020	$1,001	300.52	310.02	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Crane Co. (CR) [ST]	CR	Buy	07/27/2020	07/27/2020	$1,001	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Dollar general Corporation (Dg)	DG	Buy	07/27/2020	07/27/2020	$1,001	175.68	182.38	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Exact Sciences Corporation (EXAS)	EXAS	Buy	07/27/2020	07/27/2020	$1,001	95.54	85.86	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Exxon Mobil Corporation (XOM)	XOM	Sell	07/22/2020	07/22/2020	$1,001	34.21	34.29	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	07/27/2020	07/27/2020	$1,001	233.92	245.76	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Honeywell International Inc.	HON	Buy	07/27/2020	07/27/2020	$1,001	126.26	135.29	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	ICON plc - Ordinary Shares (ICLR)	ICLR	Buy	07/27/2020	07/27/2020	$1,001	186.6	189.13	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Intel Corporation (INTC) [ST]	INTC	Buy	07/27/2020	07/27/2020	$1,001	44.63	43.9	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Intercontinental Exchange Inc.	ICE	Buy	07/27/2020	07/27/2020	$1,001	88.78	94.97	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Intercontinental Exchange Inc.	ICE	Sell	07/22/2020	07/22/2020	$1,001	89.1	94.97	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	JNL/JPMORgAN HEDgED	JPM	Exchange	07/09/2020	07/09/2020	$15,001	79.75	88.69	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Johnson & Johnson (JNJ) [ST]	JNJ	Buy	07/27/2020	07/27/2020	$1,001	126.38	127	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	JP Morgan Chase & Co. (JPM) [ST]	JPM	Buy	07/27/2020	07/27/2020	$1,001	83.94	88.69	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Lockheed Martin Corporation	LMT	Buy	07/27/2020	07/27/2020	$1,001	329.27	336.57	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Lowe's Companies, Inc. (LOW) [ST]	LOW	Buy	07/27/2020	07/27/2020	$1,001	134.46	140.06	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Microsoft Corporation (MSFT) [ST]	MSFT	Buy	07/27/2020	07/27/2020	$1,001	193.71	199.22	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	NextEra Energy, Inc. (NEE) [ST]	NEE	Buy	07/27/2020	07/27/2020	$1,001	60.66	61.34	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Novartis Ag (NVS) [ST]	NVS	Buy	07/27/2020	07/27/2020	$1,001	69.53	69.61	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	O'Reilly Automotive, Inc. (ORLY)	ORLY	Buy	07/27/2020	07/27/2020	$1,001	29.91	30.92	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Otis Worldwide Corporation (OTIS)	OTIS	Sell	07/22/2020	07/22/2020	$1,001	53.8	59.05	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Parker-Hannifin Corporation (PH)	PH	Buy	07/27/2020	07/27/2020	$1,001	170.84	193.72	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Phillips 66 (PSX) [ST]	PSX	Buy	07/27/2020	07/27/2020	$1,001	51.43	50.38	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Procter & gamble Company (Pg)	PG	Buy	07/27/2020	07/27/2020	$1,001	109.94	117.72	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Raytheon Technologies	RTX	Buy	07/27/2020	07/27/2020	$1,001	53.77	56.2	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Republic Services, Inc. (RSg) [ST]	RSG	Buy	07/27/2020	07/27/2020	$1,001	78.95	83.98	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Rockwell Automation, Inc. (ROK)	ROK	Buy	07/27/2020	07/27/2020	$1,001	207.73	212.35	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Salesforce.com Inc (CRM) [ST]	CRM	Buy	07/27/2020	07/27/2020	$1,001	188.1	191.49	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Sherwin-Williams Company (SHW)	SHW	Buy	07/27/2020	07/27/2020	$1,001	199.12	212.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Suncor Energy Inc. (Su) [ST]	SU	Buy	07/27/2020	07/27/2020	$1,001	13.47	13.65	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	TJX Companies, Inc. (TJX) [ST]	TJX	Buy	07/27/2020	07/27/2020	$1,001	48.42	53.52	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	V.F. Corporation (VFC) [ST]	VFC	Buy	07/27/2020	07/27/2020	$1,001	50.38	53.4	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017192	8/15/2020	JT	Visa Inc. (V) [ST]	V	Buy	07/27/2020	07/27/2020	$1,001	188.75	189.53	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017192.pdf
2020	20017380	9/15/2020	JT	Accenture plc Class A Ordinary	ACN	Buy	08/14/2020	08/14/2020	$1,001 - $15,000	213.74	223.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017380.pdf
2020	20017380	9/15/2020	JT	ONEOK, Inc. (OKE) [ST]	OKE	Buy	08/14/2020	08/14/2020	$1,001 - $15,000	21.25	19.31	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017380.pdf
2020	20017527	10/15/2020	JT	Exxon Mobil Corporation (XOM)	XOM	Buy	09/10/2020	09/10/2020	$1,001 - $15,000	29.87	27.18	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf
