year	filing_id	filing_date	owner	asset	ticker	type	transaction_date	notification_date	amount_range	price_trade_date	price_filing_date	pdf_url
2023	20023303	7/12/2023	JT	Exxon Mobil Corporation (XOM) [ST]	XOM	Buy	06/09/2023	06/09/2023	$1,001 - $15,000	98.76	97.88	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	06/15/2023	06/15/2023	$1,001 - $15,000	283.57	299.17	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	06/15/2023	06/15/2023	$1,001 - $15,000	283.57	299.17	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	Johnson & Johnson (JNJ) [ST]	JNJ	Buy	06/06/2023	06/06/2023	$1,001 - $15,000	146.73	146.64	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	Linde plc Ordinary Shares (LIN) [ST]	LIN	Buy	06/16/2023	06/16/2023	$1,001 - $15,000	363.43	360.17	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	Lockheed Martin Corporation (LMT)	LMT	Buy	06/23/2023	06/23/2023	$1,001 - $15,000	430.39	432.69	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	NextEra Energy, Inc. (NEE) [ST]	NEE	Buy	06/15/2023	06/15/2023	$1,001 - $15,000	68.78	67.84	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	Pioneer Natural Resources Company	PXD	Buy	06/21/2023	06/21/2023	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	Raytheon Technologies Corporation	RTX	Buy	06/15/2023	06/15/2023	$1,001 - $15,000	92.48	92.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	Rockwell Automation, Inc. (ROK)	ROK	Buy	06/12/2023	06/12/2023	$1,001 - $15,000	294.39	325.27	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	UnitedHealth Group Incorporated	UNH	Buy	06/27/2023	06/27/2023	$1,001 - $15,000	459.01	434.92	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023303	7/12/2023	JT	Williams Companies, Inc. (WMB)	WMB	Buy	06/26/2023	06/26/2023	$1,001 - $15,000	27.92	30.64	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023303.pdf
2023	20023532	8/16/2023	JT	JP Morgan Chase & Co. (JPM) [ST]	JPM	Buy	07/31/2023	07/31/2023	$1,001 - $15,000	149.49	142.04	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023532.pdf
2023	20023641	9/7/2023	JT	Accenture plc Class A Ordinary	ACN	Buy	08/15/2023	08/15/2023	$1,001 - $15,000	298.08	315.82	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023641.pdf
2023	20023641	9/7/2023	JT	ONEOK, Inc. (OKE) [ST]	OKE	Buy	08/14/2023	08/14/2023	$1,001 - $15,000	58.9	57.08	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023641.pdf
2023	20023848	10/13/2023	JT	Devon Energy Corporation (DVN)	DVN	Buy	09/29/2023	09/29/2023	$1,001 - $15,000	44.43	44.45	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Devon Energy Corporation (DVN)	DVN	Buy	09/29/2023	09/29/2023	$15,001 - $50,000	44.43	44.45	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Emerson Electric Company (EMR)	EMR	Buy	09/11/2023	09/11/2023	$1,001 - $15,000	95.8	91.47	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Exxon Mobil Corporation (XOM) [ST]	XOM	Buy	09/11/2023	09/11/2023	$1,001 - $15,000	106.12	101.03	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	09/14/2023	09/14/2023	$1,001 - $15,000	310.67	276.72	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	09/14/2023	09/14/2023	$1,001 - $15,000	310.67	276.72	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Johnson & Johnson (JNJ) [ST]	JNJ	Buy	09/07/2023	09/07/2023	$1,001 - $15,000	149.31	146.26	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Linde plc Ordinary Shares (LIN) [ST]	LIN	Buy	09/19/2023	09/19/2023	$1,001 - $15,000	377.62	368.15	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	NextEra Energy, Inc. (NEE) [ST]	NEE	Buy	09/15/2023	09/15/2023	$1,001 - $15,000	64.54	50.86	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Pioneer Natural Resources Company	PXD	Buy	09/21/2023	09/21/2023	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Rockwell Automation, Inc. (ROK)	ROK	Buy	09/11/2023	09/11/2023	$1,001 - $15,000	284.02	280	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	RTX Corporation (RTX) [ST]	RTX	Buy	09/07/2023	09/07/2023	$1,001 - $15,000	80.12	70.06	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	UnitedHealth Group Incorporated	UNH	Buy	09/19/2023	09/19/2023	$1,001 - $15,000	460.61	515.81	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20023848	10/13/2023	JT	Williams Companies, Inc. (WMB)	WMB	Buy	09/25/2023	09/25/2023	$1,001 - $15,000	30.9	32.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023848.pdf
2023	20024020	11/17/2023	JT	JP Morgan Chase & Co. (JPM) [ST]	JPM	Buy	10/31/2023	10/31/2023	$1,001 - $15,000	131.96	145.11	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024020.pdf
2023	20024104	12/7/2023	JT	Accenture plc Class A Ordinary	ACN	Buy	11/15/2023	11/15/2023	$1,001 - $15,000	313.73	325.34	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024104.pdf
2023	20024104	12/7/2023	JT	ONEOK, Inc. (OKE) [ST]	OKE	Buy	11/14/2023	11/14/2023	$1,001 - $15,000	59.56	61.36	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024104.pdf
2023	20024104	12/7/2023	JT	ONEOK, Inc. (OKE) [ST]	OKE	Buy	11/14/2023	11/14/2023	$1,001 - $15,000	59.56	61.36	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20024104.pdf
2024	20024305	1/13/2024	DC	CareCloud, Inc. (CCLD) [ST]	CCLD	Sell	12/08/2023	12/08/2023	$1,001 - $15,000	1.03	1.35	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Devon Energy Corporation (DVN)	DVN	Buy	12/29/2023	12/29/2023	$15,001	42.71	40.72	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Devon Energy Corporation (DVN)	DVN	Buy	12/29/2023	12/29/2023	$1,001 - $15,000	42.71	40.72	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Emerson Electric Company (EMR)	EMR	Buy	12/11/2023	12/11/2023	$1,001 - $15,000	86.76	91.67	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Exxon Mobil Corporation (XOM) [ST]	XOM	Buy	12/11/2023	12/11/2023	$1,001 - $15,000	92.67	93.21	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	12/14/2023	12/14/2023	$1,001 - $15,000	334.24	338.93	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	12/14/2023	12/14/2023	$1,001 - $15,000	334.24	338.93	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Johnson & Johnson (JNJ) [ST]	JNJ	Buy	12/05/2023	12/05/2023	$1,001 - $15,000	149.35	152.54	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Linde plc - Ordinary Shares (LIN)	LIN	Buy	12/18/2023	12/18/2023	$1,001 - $15,000	399.63	397.72	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Lockheed Martin Corporation (LMT)	LMT	Buy	12/29/2023	12/29/2023	$1,001 - $15,000	428.45	436.4	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	NextEra Energy, Inc. (NEE) [ST]	NEE	Buy	12/15/2023	12/15/2023	$1,001 - $15,000	58.24	57.68	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Pioneer Natural Resources Company	PXD	Buy	12/22/2023	12/22/2023	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Rockwell Automation, Inc. (ROK)	ROK	Buy	12/11/2023	12/11/2023	$1,001 - $15,000	271.3	294.44	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	RTX Corporation (RTX) [ST]	RTX	Buy	12/14/2023	12/14/2023	$1,001 - $15,000	79.09	82.82	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	UnitedHealth Group Incorporated	UNH	Buy	12/12/2023	12/12/2023	$1,001 - $15,000	523.98	500.68	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024305	1/13/2024	JT	Williams Companies, Inc. (WMB)	WMB	Buy	12/26/2023	12/26/2023	$1,001 - $15,000	32.56	32.42	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024305.pdf
2024	20024481	2/11/2024	JT	Costco Wholesale Corporation -	COST	Buy	01/12/2024	01/12/2024	$1,001 - $15,000	673.55	716.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024481.pdf
2024	20024481	2/11/2024	DC	Exact Sciences Corporation -	EXAS	Sell	01/02/2024	01/02/2024	$1,001 - $15,000	74.56	60.83	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024481.pdf
2024	20024481	2/11/2024	JT	JP Morgan Chase & Co. Common	JPM	Buy	01/31/2024	01/31/2024	$1,001 - $15,000	168.29	167.26	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024481.pdf
2024	20024481	2/11/2024	DC	Vuzix Corporation (VUZI) [ST]	VUZI	Sell	01/02/2024	01/02/2024	$1,001 - $15,000	2.16	1.71	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024481.pdf
2024	20024669	3/12/2024	JT	Accenture plc Class A Ordinary	ACN	Buy	02/20/2024	02/20/2024	$1,001 - $15,000	355.26	369.34	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024669.pdf
2024	20024669	3/12/2024	JT	ONEOK, Inc. Common Stock (OKE)	OKE	Buy	02/14/2024	02/14/2024	$1,001 - $15,000	63.65	71.12	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024669.pdf
2024	20024669	3/12/2024	JT	ONEOK, Inc. Common Stock (OKE)	OKE	Buy	02/14/2024	02/14/2024	$1,001 - $15,000	63.65	71.12	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024669.pdf
2024	20024869	4/12/2024	JT	Devon Energy Corporation Common	DVN	Buy	03/28/2024	03/28/2024	$15,001	47.49	51.16	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Devon Energy Corporation Common	DVN	Buy	03/28/2024	03/28/2024	$1,001 - $15,000	47.49	51.16	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Emerson Electric Company Common	EMR	Buy	03/11/2024	03/11/2024	$1,001 - $15,000	106	109.23	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Exxon Mobil Corporation Common	XOM	Buy	03/11/2024	03/11/2024	$1,001 - $15,000	102.14	114.16	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	03/21/2024	03/21/2024	$1,001 - $15,000	376.95	329.09	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	03/21/2024	03/21/2024	$1,001 - $15,000	376.95	329.09	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Johnson & Johnson Common Stock	JNJ	Buy	03/05/2024	03/05/2024	$1,001 - $15,000	151.76	140.17	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Linde plc - Ordinary Shares (LIN)	LIN	Buy	03/28/2024	03/28/2024	$1,001 - $15,000	453.93	437.75	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Lockheed Martin Corporation	LMT	Buy	03/29/2024	03/29/2024	$1,001 - $15,000	434.15	431.79	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	NextEra Energy, Inc. Common Stock	NEE	Buy	03/15/2024	03/15/2024	$1,001 - $15,000	56.77	60.33	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Pioneer Natural Resources Company	PXD	Buy	03/22/2024	03/22/2024	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Rockwell Automation, Inc. Common	ROK	Buy	03/11/2024	03/11/2024	$1,001 - $15,000	278.5	276.67	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	RTX Corporation Common Stock	RTX	Buy	03/21/2024	03/21/2024	$1,001 - $15,000	91.35	97.17	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	UnitedHealth Group Incorporated	UNH	Buy	03/19/2024	03/19/2024	$1,001 - $15,000	474.17	423.77	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20024869	4/12/2024	JT	Williams Companies, Inc. (WMB)	WMB	Buy	03/25/2024	03/25/2024	$1,001 - $15,000	35.97	35.99	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024869.pdf
2024	20025040	5/12/2024	JT	JP Morgan Chase & Co. Common	JPM	Buy	04/30/2024	04/30/2024	$1,001 - $15,000	185.77	191.56	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025040.pdf
2024	20025232	6/7/2024	JT	Accenture plc Class A Ordinary	ACN	Buy	05/17/2024	05/17/2024	$1,001 - $15,000	297.72	282.98	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025232.pdf
2024	20025232	6/7/2024	JT	Exxon Mobil Corporation Common	XOM	Exchange	05/03/2024	05/03/2024	$100,001	108.64	107.67	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025232.pdf
2024	20025232	6/7/2024	JT	ONEOK, Inc. Common Stock (OKE)	OKE	Buy	05/15/2024	05/15/2024	$1,001 - $15,000	75.92	72.94	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025232.pdf
2024	20025232	6/7/2024	JT	ONEOK, Inc. Common Stock (OKE)	OKE	Buy	05/15/2024	05/15/2024	$1,001 - $15,000	75.92	72.94	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025232.pdf
2024	20025232	6/7/2024	JT	Pioneer Natural Resources Company	PXD	Exchange	05/03/2024	05/03/2024	$100,001	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025232.pdf
2024	20025473	7/15/2024	JT	AGCO Corporation Common Stock	AGCO	Buy	06/20/2024	06/20/2024	$1,001 - $15,000	99.59	96.83	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Devon Energy Corporation Common	DVN	Buy	06/28/2024	06/28/2024	$1,001 - $15,000	45.24	45.7	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Devon Energy Corporation Common	DVN	Buy	06/28/2024	06/28/2024	$1,001 - $15,000	45.24	45.7	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Emerson Electric Company Common	EMR	Buy	06/10/2024	06/10/2024	$1,001 - $15,000	105.85	113.36	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Exxon Mobil Corporation Common	XOM	Buy	06/10/2024	06/10/2024	$1,001 - $15,000	107.56	109.13	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Exxon Mobil Corporation Common	XOM	Buy	06/10/2024	06/10/2024	$1,001 - $15,000	107.56	109.13	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	06/13/2024	06/13/2024	$1,001 - $15,000	334.32	345.58	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	06/13/2024	06/13/2024	$1,001 - $15,000	334.32	345.58	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Johnson & Johnson Common Stock	JNJ	Buy	06/04/2024	06/04/2024	$1,001 - $15,000	140.85	142.78	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Linde plc - Ordinary Shares (LIN)	LIN	Buy	06/21/2024	06/21/2024	$1,001 - $15,000	433.77	430.54	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Lockheed Martin Corporation	LMT	Buy	06/28/2024	06/28/2024	$1,001 - $15,000	449.17	446.03	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	NextEra Energy, Inc. Common Stock	NEE	Buy	06/17/2024	06/17/2024	$1,001 - $15,000	69.52	68.95	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Rockwell Automation, Inc. Common	ROK	Buy	06/10/2024	06/10/2024	$1,001 - $15,000	248.8	279.53	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	RTX Corporation Common Stock	RTX	Buy	06/13/2024	06/13/2024	$1,001 - $15,000	102.22	99	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	UnitedHealth Group Incorporated	UNH	Buy	06/25/2024	06/25/2024	$1,001 - $15,000	470.11	503.78	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025473	7/15/2024	JT	Williams Companies, Inc. (WMB)	WMB	Buy	06/24/2024	06/24/2024	$1,001 - $15,000	40.56	40.59	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025473.pdf
2024	20025634	8/10/2024	JT	Chubb Limited Common Stock (CB)	CB	Buy	07/08/2024	07/08/2024	$1,001 - $15,000	250.6	266.13	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025634.pdf
2024	20026222	11/15/2024	JT	McDonald's Corporation Common	MCD	Buy	10/29/2024	10/29/2024	$100,001	289.05	285.53	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026222.pdf
2025	20026597	1/15/2025	JT	AGCO Corporation Common Stock	AGCO	Sell	12/31/2024	12/31/2024	$50,001	92.55	96.9	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026597.pdf
2025	20026597	1/15/2025	JT	Devon Energy Corporation Common	DVN	sale_partial	12/31/2024	12/31/2024	$250,001	31.59	37.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026597.pdf
2025	20026597	1/15/2025	JT	DexCom, Inc. - Common Stock	DXCM	Sell	12/31/2024	12/31/2024	$50,001	77.96	80.91	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026597.pdf
2025	20026597	1/15/2025	JT	Estee Lauder Companies, Inc. (EL)	EL	Sell	12/31/2024	12/31/2024	$15,001 - $50,000	73.64	73.79	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026597.pdf
2025	20026597	1/15/2025	JT	Exxon Mobil Corporation Common	XOM	Buy	12/10/2024	12/10/2024	$1,001 - $15,000	108.77	106.98	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026597.pdf
2025	20026597	1/15/2025	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	12/12/2024	12/12/2024	$1,001 - $15,000	406.65	395.42	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026597.pdf
2025	20026597	1/15/2025	JT	Intel Corporation - Common Stock	INTC	Sell	12/31/2024	12/31/2024	$50,001	20.11	19.55	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026597.pdf
2025	20026597	1/15/2025	JT	Johnson & Johnson Common Stock	JNJ	Sell	12/31/2024	12/31/2024	$100,001	139.92	140.78	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20026597.pdf
2025	20032284	10/16/2025	JT	Accenture plc Class A Ordinary	ACN	sale_partial	09/26/2025	09/26/2025	$15,001	237.11	235.95	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20032284.pdf
2025	20032284	10/16/2025	JT	Home Depot, Inc. (HD) [ST]	HD	sale_partial	09/26/2025	09/26/2025	$15,001	406.48	384.63	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20032284.pdf
2025	20032284	10/16/2025	JT	Masimo Corporation - Common Stock	MASI	Sell	09/26/2025	09/26/2025	$15,001	141.27	147.6	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20032284.pdf
2025	20032284	10/16/2025	JT	Microsoft Corporation - Common	MSFT	sale_partial	09/26/2025	09/26/2025	$15,001	509.72	511.24	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20032284.pdf
2025	20033458	11/16/2025	JT	Accenture plc Class A Ordinary	ACN	Sell	10/27/2025	10/27/2025	$100,001	250.07	246.15	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20033458.pdf
2025	20033458	11/16/2025	JT	Boston Scientific Corporation	BSX	sale_partial	10/28/2025	10/28/2025	$15,001 - $50,000	101.58	103.31	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20033458.pdf
2025	20033458	11/16/2025	JT	McDonald's Corporation Common	MCD	Sell	10/23/2025	10/23/2025	$1,001 - $15,000	306.55	305.21	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20033458.pdf
2025	20033458	11/16/2025	JT	McDonald's Corporation Common	MCD	Sell	10/23/2025	10/23/2025	$100,001	306.55	305.21	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20033458.pdf
2025	20033458	11/16/2025	JT	Microsoft Corporation - Common	MSFT	sale_partial	10/28/2025	10/28/2025	$15,001 - $50,000	544.5	505.46	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20033458.pdf
2025	20033458	11/16/2025	JT	O'Reilly Automotive, Inc. - Common	ORLY	sale_partial	10/28/2025	10/28/2025	$1,001 - $15,000	96.61	98.94	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2025/20033458.pdf
2026	20033829	1/22/2026	JT	UnitedHealth Group Incorporated	UNH	Sell	12/23/2025	12/23/2025	$250,001	325.45	352.06	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033829.pdf
